Timestamp,Source MAC,Destination MAC,Source IP,Destination IP,Source Port,Destination Port,Protocol,Size,TCP Flags,ICMP Type,Direction
2024-08-01 23:26:10.175337,d0:39:57:c4:23:21,64:42:12:01:02:0c,192.168.1.10,52.218.225.88,60882,443,6,1486,A,,Outgoing
2024-08-01 23:26:10.214346,d0:39:57:c4:23:21,64:42:12:01:02:0c,192.168.1.10,52.218.225.88,60882,443,6,780,A,,Outgoing
2024-08-01 23:26:10.219900,64:42:12:01:02:0c,d0:39:57:c4:23:21,52.218.225.88,192.168.1.10,443,60882,6,74,A,,Incoming
2024-08-01 23:26:10.294915,d0:39:57:c4:23:21,64:42:12:01:02:0c,192.168.1.10,52.218.225.88,60882,443,6,760,A,,Outgoing
2024-08-01 23:26:10.299460,64:42:12:01:02:0c,d0:39:57:c4:23:21,52.218.225.88,192.168.1.10,443,60882,6,74,A,,Incoming
2024-08-01 23:26:10.303460,d0:39:57:c4:23:21,64:42:12:01:02:0c,192.168.1.10,52.218.225.88,60882,443,6,1486,PA,,Outgoing
2024-08-01 23:26:10.307460,64:42:12:01:02:0c,d0:39:57:c4:23:21,52.218.225.88,192.168.1.10,443,60882,6,74,A,,Incoming
2024-08-01 23:26:10.349744,64:42:12:01:02:0c,d0:39:57:c4:23:21,52.218.225.88,192.168.1.10,443,60882,6,82,A,,Incoming
2024-08-01 23:26:10.404032,d0:39:57:c4:23:21,64:42:12:01:02:0c,192.168.1.10,52.218.225.88,60882,443,6,1399,PA,,Outgoing
2024-08-01 23:26:10.408033,64:42:12:01:02:0c,d0:39:57:c4:23:21,52.218.225.88,192.168.1.10,443,60882,6,82,A,,Incoming
2024-08-01 23:26:10.419866,d0:39:57:c4:23:21,64:42:12:01:02:0c,192.168.1.10,52.218.225.88,60882,443,6,1486,A,,Outgoing
2024-08-01 23:26:10.425877,64:42:12:01:02:0c,d0:39:57:c4:23:21,52.218.225.88,192.168.1.10,443,60882,6,90,A,,Incoming
2024-08-01 23:26:10.556787,64:42:12:01:02:0c,d0:39:57:c4:23:21,52.218.225.88,192.168.1.10,443,60882,6,90,A,,Incoming
2024-08-01 23:26:10.613950,64:42:12:01:02:0c,d0:39:57:c4:23:21,52.218.225.88,192.168.1.10,443,60884,6,66,A,,Incoming
2024-08-01 23:26:10.619486,d0:39:57:c4:23:21,64:42:12:01:02:0c,192.168.1.10,52.218.225.88,60884,443,6,1486,A,,Outgoing
2024-08-01 23:26:10.628048,d0:39:57:c4:23:21,64:42:12:01:02:0c,192.168.1.10,52.218.225.88,60884,443,6,1486,PA,,Outgoing
2024-08-01 23:26:10.636061,64:42:12:01:02:0c,d0:39:57:c4:23:21,52.218.225.88,192.168.1.10,443,60884,6,66,A,,Incoming
2024-08-01 23:26:10.721644,d0:39:57:c4:23:21,64:42:12:01:02:0c,192.168.1.10,52.218.225.88,60884,443,6,1486,PA,,Outgoing
2024-08-01 23:26:10.725644,64:42:12:01:02:0c,d0:39:57:c4:23:21,52.218.225.88,192.168.1.10,443,60884,6,66,A,,Incoming
2024-08-01 23:26:10.801877,d0:39:57:c4:23:21,64:42:12:01:02:0c,192.168.1.10,52.218.225.88,60884,443,6,1095,A,,Outgoing
2024-08-01 23:26:10.805874,64:42:12:01:02:0c,d0:39:57:c4:23:21,52.218.225.88,192.168.1.10,443,60884,6,74,A,,Incoming
2024-08-01 23:26:10.909634,d0:39:57:c4:23:21,64:42:12:01:02:0c,192.168.1.10,52.218.225.88,60884,443,6,445,A,,Outgoing
2024-08-01 23:26:10.914635,d0:39:57:c4:23:21,64:42:12:01:02:0c,192.168.1.10,52.218.225.88,60884,443,6,1486,A,,Outgoing
2024-08-01 23:26:10.918150,d0:39:57:c4:23:21,64:42:12:01:02:0c,192.168.1.10,52.218.225.88,60884,443,6,1486,A,,Outgoing
2024-08-01 23:26:10.922174,64:42:12:01:02:0c,d0:39:57:c4:23:21,52.218.225.88,192.168.1.10,443,60882,6,90,A,,Incoming
2024-08-01 23:26:10.933708,d0:39:57:c4:23:21,64:42:12:01:02:0c,192.168.1.10,52.218.225.88,60882,443,6,1486,A,,Outgoing
2024-08-01 23:26:10.939239,d0:39:57:c4:23:21,64:42:12:01:02:0c,192.168.1.10,52.218.225.88,60882,443,6,1486,A,,Outgoing
2024-08-01 23:26:10.945250,d0:39:57:c4:23:21,64:42:12:01:02:0c,192.168.1.10,52.218.225.88,60882,443,6,1486,A,,Outgoing
2024-08-01 23:26:10.958315,d0:39:57:c4:23:21,64:42:12:01:02:0c,192.168.1.10,52.218.225.88,60882,443,6,1486,A,,Outgoing
2024-08-01 23:26:10.966851,d0:39:57:c4:23:21,64:42:12:01:02:0c,192.168.1.10,52.218.225.88,60882,443,6,1486,A,,Outgoing
2024-08-01 23:26:10.975386,d0:39:57:c4:23:21,64:42:12:01:02:0c,192.168.1.10,52.218.225.88,60882,443,6,141,A,,Outgoing
2024-08-01 23:26:10.980060,64:42:12:01:02:0c,d0:39:57:c4:23:21,52.218.225.88,192.168.1.10,443,60882,6,90,A,,Incoming
2024-08-01 23:26:11.018195,d0:39:57:c4:23:21,64:42:12:01:02:0c,192.168.1.10,52.218.225.88,60882,443,6,1486,A,,Outgoing
2024-08-01 23:26:11.021749,d0:39:57:c4:23:21,64:42:12:01:02:0c,192.168.1.10,52.218.225.88,60882,443,6,1486,PA,,Outgoing
2024-08-01 23:26:11.026759,64:42:12:01:02:0c,d0:39:57:c4:23:21,52.218.225.88,192.168.1.10,443,60882,6,90,A,,Incoming
2024-08-01 23:26:11.066028,d0:39:57:c4:23:21,64:42:12:01:02:0c,192.168.1.10,52.218.225.88,60882,443,6,1486,PA,,Outgoing
2024-08-01 23:26:11.070179,d0:39:57:c4:23:21,64:42:12:01:02:0c,192.168.1.10,52.218.225.88,60882,443,6,1486,A,,Outgoing
2024-08-01 23:26:11.075174,64:42:12:01:02:0c,d0:39:57:c4:23:21,52.218.225.88,192.168.1.10,443,60882,6,90,A,,Incoming
2024-08-01 23:26:11.086716,d0:39:57:c4:23:21,64:42:12:01:02:0c,192.168.1.10,52.218.225.88,60882,443,6,503,A,,Outgoing
2024-08-01 23:26:11.092257,d0:39:57:c4:23:21,64:42:12:01:02:0c,192.168.1.10,52.218.225.88,60882,443,6,1486,A,,Outgoing
2024-08-01 23:26:11.100782,64:42:12:01:02:0c,d0:39:57:c4:23:21,52.218.225.88,192.168.1.10,443,60882,6,90,A,,Incoming
2024-08-01 23:26:11.174476,d0:39:57:c4:23:21,64:42:12:01:02:0c,192.168.1.10,52.218.225.88,60882,443,6,1486,A,,Outgoing
2024-08-01 23:26:11.179013,64:42:12:01:02:0c,d0:39:57:c4:23:21,52.218.225.88,192.168.1.10,443,60882,6,90,A,,Incoming
2024-08-01 23:26:11.205139,d0:39:57:c4:23:21,64:42:12:01:02:0c,192.168.1.10,52.218.225.88,60882,443,6,1486,A,,Outgoing
2024-08-01 23:26:11.209579,64:42:12:01:02:0c,d0:39:57:c4:23:21,52.218.225.88,192.168.1.10,443,60882,6,90,A,,Incoming
2024-08-01 23:26:11.216590,d0:39:57:c4:23:21,64:42:12:01:02:0c,192.168.1.10,52.218.225.88,60882,443,6,1486,A,,Outgoing
2024-08-01 23:26:11.222122,64:42:12:01:02:0c,d0:39:57:c4:23:21,52.218.225.88,192.168.1.10,443,60882,6,90,A,,Incoming
2024-08-01 23:26:11.226118,d0:39:57:c4:23:21,64:42:12:01:02:0c,192.168.1.10,52.218.225.88,60882,443,6,1486,A,,Outgoing
2024-08-01 23:26:11.238474,64:42:12:01:02:0c,d0:39:57:c4:23:21,52.218.225.88,192.168.1.10,443,60882,6,90,A,,Incoming
2024-08-01 23:26:11.249014,d0:39:57:c4:23:21,64:42:12:01:02:0c,192.168.1.10,52.218.225.88,60882,443,6,1486,A,,Outgoing
2024-08-01 23:26:11.270091,64:42:12:01:02:0c,d0:39:57:c4:23:21,52.218.225.88,192.168.1.10,443,60882,6,90,A,,Incoming
2024-08-01 23:26:11.334039,64:42:12:01:02:0c,d0:39:57:c4:23:21,52.218.225.88,192.168.1.10,443,60882,6,90,A,,Incoming
2024-08-01 23:26:11.338550,d0:39:57:c4:23:21,64:42:12:01:02:0c,192.168.1.10,52.218.225.88,60882,443,6,1486,A,,Outgoing
2024-08-01 23:26:11.342597,64:42:12:01:02:0c,d0:39:57:c4:23:21,52.218.225.88,192.168.1.10,443,60882,6,90,A,,Incoming
2024-08-01 23:26:11.346575,d0:39:57:c4:23:21,64:42:12:01:02:0c,192.168.1.10,52.218.225.88,60882,443,6,1486,A,,Outgoing
2024-08-01 23:26:11.351129,64:42:12:01:02:0c,d0:39:57:c4:23:21,52.218.225.88,192.168.1.10,443,60882,6,82,A,,Incoming
2024-08-01 23:26:11.358132,d0:39:57:c4:23:21,64:42:12:01:02:0c,192.168.1.10,52.218.225.88,60882,443,6,1486,A,,Outgoing
2024-08-01 23:26:11.362671,64:42:12:01:02:0c,d0:39:57:c4:23:21,52.218.225.88,192.168.1.10,443,60882,6,82,A,,Incoming
2024-08-01 23:26:11.369208,64:42:12:01:02:0c,d0:39:57:c4:23:21,52.218.225.88,192.168.1.10,443,60884,6,82,A,,Incoming
2024-08-01 23:26:11.374203,64:42:12:01:02:0c,d0:39:57:c4:23:21,52.218.225.88,192.168.1.10,443,60884,6,82,A,,Incoming
2024-08-01 23:26:11.377203,64:42:12:01:02:0c,d0:39:57:c4:23:21,52.218.225.88,192.168.1.10,443,60882,6,74,A,,Incoming
2024-08-01 23:26:11.382532,d0:39:57:c4:23:21,64:42:12:01:02:0c,192.168.1.10,52.218.225.88,60882,443,6,1486,A,,Outgoing
2024-08-01 23:26:11.389059,d0:39:57:c4:23:21,64:42:12:01:02:0c,192.168.1.10,52.218.225.88,60884,443,6,1486,A,,Outgoing
2024-08-01 23:26:11.393074,d0:39:57:c4:23:21,64:42:12:01:02:0c,192.168.1.10,52.218.225.88,60884,443,6,1486,A,,Outgoing
2024-08-01 23:26:11.398074,d0:39:57:c4:23:21,64:42:12:01:02:0c,192.168.1.10,52.218.225.88,60884,443,6,1486,A,,Outgoing
2024-08-01 23:26:11.406146,d0:39:57:c4:23:21,64:42:12:01:02:0c,192.168.1.10,52.218.225.88,60884,443,6,1486,A,,Outgoing
2024-08-01 23:26:11.411356,d0:39:57:c4:23:21,64:42:12:01:02:0c,192.168.1.10,52.218.225.88,60882,443,6,1486,A,,Outgoing
2024-08-01 23:26:11.418843,64:42:12:01:02:0c,d0:39:57:c4:23:21,52.218.225.88,192.168.1.10,443,60884,6,82,A,,Incoming
2024-08-01 23:26:11.653947,64:42:12:01:02:0c,d0:39:57:c4:23:21,52.218.225.88,192.168.1.10,443,60884,6,74,A,,Incoming
2024-08-01 23:26:11.738345,d0:39:57:c4:23:21,64:42:12:01:02:0c,192.168.1.10,52.218.225.88,60884,443,6,1486,A,,Outgoing
2024-08-01 23:26:11.743357,64:42:12:01:02:0c,d0:39:57:c4:23:21,52.218.225.88,192.168.1.10,443,60882,6,74,A,,Incoming
2024-08-01 23:26:11.823531,d0:39:57:c4:23:21,64:42:12:01:02:0c,192.168.1.10,52.218.225.88,60882,443,6,1486,PA,,Outgoing
2024-08-01 23:26:11.828147,64:42:12:01:02:0c,d0:39:57:c4:23:21,52.218.225.88,192.168.1.10,443,60882,6,74,A,,Incoming
2024-08-01 23:26:11.850047,d0:39:57:c4:23:21,64:42:12:01:02:0c,192.168.1.10,52.218.225.88,60882,443,6,1486,PA,,Outgoing
2024-08-01 23:26:11.859580,64:42:12:01:02:0c,d0:39:57:c4:23:21,52.218.225.88,192.168.1.10,443,60882,6,74,A,,Incoming
2024-08-01 23:26:11.930159,d0:39:57:c4:23:21,64:42:12:01:02:0c,192.168.1.10,52.218.225.88,60882,443,6,1486,A,,Outgoing
2024-08-01 23:26:11.934158,64:42:12:01:02:0c,d0:39:57:c4:23:21,52.218.225.88,192.168.1.10,443,60882,6,74,A,,Incoming
2024-08-01 23:26:11.959223,d0:39:57:c4:23:21,64:42:12:01:02:0c,192.168.1.10,52.218.225.88,60882,443,6,1486,A,,Outgoing
2024-08-01 23:26:11.966222,64:42:12:01:02:0c,d0:39:57:c4:23:21,52.218.225.88,192.168.1.10,443,60882,6,74,A,,Incoming
2024-08-01 23:26:11.974955,d0:39:57:c4:23:21,64:42:12:01:02:0c,192.168.1.10,52.218.225.88,60882,443,6,1486,A,,Outgoing
2024-08-01 23:26:11.979485,64:42:12:01:02:0c,d0:39:57:c4:23:21,52.218.225.88,192.168.1.10,443,60882,6,74,A,,Incoming
2024-08-01 23:26:12.065883,64:42:12:01:02:0c,d0:39:57:c4:23:21,52.218.225.88,192.168.1.10,443,60882,6,74,A,,Incoming
2024-08-01 23:26:12.083064,d0:39:57:c4:23:21,64:42:12:01:02:0c,192.168.1.10,52.218.225.88,60882,443,6,1486,A,,Outgoing
2024-08-01 23:26:12.089581,64:42:12:01:02:0c,d0:39:57:c4:23:21,52.218.225.88,192.168.1.10,443,60882,6,74,A,,Incoming
2024-08-01 23:26:12.133776,d0:39:57:c4:23:21,64:42:12:01:02:0c,192.168.1.10,52.218.225.88,60882,443,6,1486,A,,Outgoing
2024-08-01 23:26:12.138378,64:42:12:01:02:0c,d0:39:57:c4:23:21,52.218.225.88,192.168.1.10,443,60882,6,74,A,,Incoming
2024-08-01 23:26:12.169169,d0:39:57:c4:23:21,64:42:12:01:02:0c,192.168.1.10,52.218.225.88,60882,443,6,1486,A,,Outgoing
2024-08-01 23:26:12.175184,64:42:12:01:02:0c,d0:39:57:c4:23:21,52.218.225.88,192.168.1.10,443,60882,6,74,A,,Incoming
2024-08-01 23:26:12.180719,d0:39:57:c4:23:21,64:42:12:01:02:0c,192.168.1.10,52.218.225.88,60882,443,6,1486,A,,Outgoing
2024-08-01 23:26:12.186751,64:42:12:01:02:0c,d0:39:57:c4:23:21,52.218.225.88,192.168.1.10,443,60882,6,66,A,,Incoming
2024-08-01 23:26:12.262304,64:42:12:01:02:0c,d0:39:57:c4:23:21,52.218.225.88,192.168.1.10,443,60882,6,54,A,,Incoming
2024-08-01 23:26:12.308058,d0:39:57:c4:23:21,64:42:12:01:02:0c,192.168.1.10,52.218.225.88,60882,443,6,1486,A,,Outgoing
2024-08-01 23:26:12.316080,64:42:12:01:02:0c,d0:39:57:c4:23:21,52.218.225.88,192.168.1.10,443,60882,6,66,A,,Incoming
2024-08-01 23:26:12.330168,d0:39:57:c4:23:21,64:42:12:01:02:0c,192.168.1.10,52.218.225.88,60882,443,6,1486,A,,Outgoing
2024-08-01 23:26:12.336180,d0:39:57:c4:23:21,64:42:12:01:02:0c,192.168.1.10,52.218.225.88,60882,443,6,1486,A,,Outgoing
2024-08-01 23:26:12.384460,64:42:12:01:02:0c,d0:39:57:c4:23:21,52.218.225.88,192.168.1.10,443,60882,6,74,A,,Incoming
2024-08-01 23:26:12.408212,d0:39:57:c4:23:21,64:42:12:01:02:0c,192.168.1.10,52.218.225.88,60882,443,6,793,A,,Outgoing
2024-08-01 23:26:12.413414,64:42:12:01:02:0c,d0:39:57:c4:23:21,52.218.225.88,192.168.1.10,443,60882,6,82,A,,Incoming
2024-08-01 23:26:12.504391,d0:39:57:c4:23:21,64:42:12:01:02:0c,192.168.1.10,52.218.225.88,60882,443,6,747,A,,Outgoing
2024-08-01 23:26:12.564524,d0:39:57:c4:23:21,64:42:12:01:02:0c,192.168.1.10,103.156.26.219,63964,9057,17,107,,,Outgoing
2024-08-01 23:26:12.570058,64:42:12:01:02:0c,d0:39:57:c4:23:21,52.218.225.88,192.168.1.10,443,60884,6,74,A,,Incoming
2024-08-01 23:26:12.591134,d0:39:57:c4:23:21,64:42:12:01:02:0c,192.168.1.10,52.218.225.88,60884,443,6,1486,A,,Outgoing
2024-08-01 23:26:12.600423,d0:39:57:c4:23:21,64:42:12:01:02:0c,192.168.1.10,52.218.225.88,60884,443,6,1486,A,,Outgoing
2024-08-01 23:26:12.605461,64:42:12:01:02:0c,d0:39:57:c4:23:21,52.218.225.88,192.168.1.10,443,60882,6,90,A,,Incoming
2024-08-01 23:26:12.626273,d0:39:57:c4:23:21,64:42:12:01:02:0c,192.168.1.10,52.218.225.88,60882,443,6,1439,A,,Outgoing
2024-08-01 23:26:12.633360,d0:39:57:c4:23:21,64:42:12:01:02:0c,192.168.1.10,52.218.225.88,60882,443,6,637,A,,Outgoing
2024-08-01 23:26:12.638359,64:42:12:01:02:0c,d0:39:57:c4:23:21,52.218.225.88,192.168.1.10,443,60882,6,90,A,,Incoming
2024-08-01 23:26:12.672838,d0:39:57:c4:23:21,64:42:12:01:02:0c,192.168.1.10,52.218.225.88,60882,443,6,1486,A,,Outgoing
2024-08-01 23:26:12.676839,64:42:12:01:02:0c,d0:39:57:c4:23:21,52.218.225.88,192.168.1.10,443,60882,6,90,A,,Incoming
2024-08-01 23:26:12.730660,d0:39:57:c4:23:21,64:42:12:01:02:0c,192.168.1.10,52.218.225.88,60882,443,6,903,A,,Outgoing
2024-08-01 23:26:12.735660,64:42:12:01:02:0c,d0:39:57:c4:23:21,52.218.225.88,192.168.1.10,443,60882,6,90,A,,Incoming
2024-08-01 23:26:12.758225,d0:39:57:c4:23:21,64:42:12:01:02:0c,192.168.1.10,52.218.225.88,60882,443,6,1486,A,,Outgoing
2024-08-01 23:26:12.764675,64:42:12:01:02:0c,d0:39:57:c4:23:21,52.218.225.88,192.168.1.10,443,60882,6,90,A,,Incoming
2024-08-01 23:26:12.821298,d0:39:57:c4:23:21,64:42:12:01:02:0c,192.168.1.10,52.218.225.88,60882,443,6,1486,PA,,Outgoing
2024-08-01 23:26:12.826322,64:42:12:01:02:0c,d0:39:57:c4:23:21,52.218.225.88,192.168.1.10,443,60882,6,90,A,,Incoming
2024-08-01 23:26:12.867267,d0:39:57:c4:23:21,64:42:12:01:02:0c,192.168.1.10,52.218.225.88,60882,443,6,1486,PA,,Outgoing
2024-08-01 23:26:12.871307,64:42:12:01:02:0c,d0:39:57:c4:23:21,52.218.225.88,192.168.1.10,443,60882,6,90,A,,Incoming
2024-08-01 23:26:12.963145,d0:39:57:c4:23:21,64:42:12:01:02:0c,192.168.1.10,52.218.225.88,60882,443,6,1486,A,,Outgoing
2024-08-01 23:26:12.967986,64:42:12:01:02:0c,d0:39:57:c4:23:21,52.218.225.88,192.168.1.10,443,60882,6,90,A,,Incoming
2024-08-01 23:26:13.028093,d0:39:57:c4:23:21,64:42:12:01:02:0c,192.168.1.10,52.218.225.88,60882,443,6,1486,A,,Outgoing
2024-08-01 23:26:13.034104,64:42:12:01:02:0c,d0:39:57:c4:23:21,52.218.225.88,192.168.1.10,443,60882,6,90,A,,Incoming
2024-08-01 23:26:13.174346,d0:39:57:c4:23:21,64:42:12:01:02:0c,192.168.1.10,52.218.225.88,60882,443,6,1486,A,,Outgoing
2024-08-01 23:26:13.178853,64:42:12:01:02:0c,d0:39:57:c4:23:21,52.218.225.88,192.168.1.10,443,60882,6,90,A,,Incoming
2024-08-01 23:26:13.183867,d0:39:57:c4:23:21,64:42:12:01:02:0c,192.168.1.10,52.218.225.88,60882,443,6,1486,A,,Outgoing
2024-08-01 23:26:13.199639,64:42:12:01:02:0c,d0:39:57:c4:23:21,52.218.225.88,192.168.1.10,443,60882,6,90,A,,Incoming
2024-08-01 23:26:13.361589,d0:39:57:c4:23:21,64:42:12:01:02:0c,192.168.1.10,52.218.225.88,60882,443,6,1486,A,,Outgoing
2024-08-01 23:26:13.366586,64:42:12:01:02:0c,d0:39:57:c4:23:21,52.218.225.88,192.168.1.10,443,60882,6,82,A,,Incoming
2024-08-01 23:26:13.390484,d0:39:57:c4:23:21,64:42:12:01:02:0c,192.168.1.10,52.218.225.88,60882,443,6,1486,A,,Outgoing
2024-08-01 23:26:13.398897,64:42:12:01:02:0c,d0:39:57:c4:23:21,52.218.225.88,192.168.1.10,443,60882,6,82,A,,Incoming
2024-08-01 23:26:13.558628,64:42:12:01:02:0c,d0:39:57:c4:23:21,52.218.225.88,192.168.1.10,443,60882,6,74,A,,Incoming
